average_userscore,individual_userscore,movie_title,review_date,user_review,username
7.6,10,Boyhood,"MAY 21, 2024",[SPOILER ALERT: This review contains spoilers.],AKUBE
7.6,9,Boyhood,"FEB 23, 2024","This movie is one of the artistic , popular, effectiveness and best movie ever i saw in all of my life , one of the memorial movie .",ASF401
7.6,4,Boyhood,"NOV 5, 2023",[SPOILER ALERT: This review contains spoilers.],Isteffy
7.6,7,Boyhood,"OCT 18, 2023",Meh Kinda Boring,ishyj
7.6,0,Boyhood,"OCT 3, 2023",[SPOILER ALERT: This review contains spoilers.],lilaccrying
7.6,8,Boyhood,"AUG 15, 2023","A brilliant, visionary idea that is based on truth, so it mixes everything in life: humor, sadness, bitterness and joy, as well as stupid women. Still, it's definitely not among the best movies ever made.",Dominik08
7.6,6,Boyhood,"APR 8, 2023","While an interesting experiment (similar to the ""7 Up"" series), this film is unsuccessful in telling an engrossing story. Does the viewer really care how this kid is going to turn out?",etopp
7.6,10,Boyhood,"DEC 23, 2022",One of the best movies I have ever watched. It really makes you feel like you are growing up with the Characters.,Row-z05
7.6,10,Boyhood,"OCT 9, 2022","Richard Linklater's epic coming-of-age film, Boyhood, is an incredible film. Expertly directed, written, and edited. This movie teaches you not to live your life as a series of milestones, but to remember the little things, the good and the bad. Strangely, the characters I found myself focusing on more than the main character, were his parents, Mason Evans, Sr.(Ethan Hawke), and Olivia Evans (brilliantly played by Patricia Arquette).",Ndrwdvdbrsn
7.6,7,Boyhood,"SEP 8, 2022","Not as great as many american critics made out to be, but it's a good coming of age movie for sure.",9jonnywyoming
7.6,0,Boyhood,"AUG 30, 2022","The most boring movie of all time. I fell asleep watching this, woke up, rewinded it and fell asleep again. The cure for insomnia: Boyhood",SkipSheffield
7.6,10,Boyhood,"MAY 2, 2022","An Amazing, elaborated description of how the life , and the years passing process in a boy and the different phases in the ones he is immersed in this movie is legendary and it is relatable to most youngmen and gives a mix of sadness, humor, and nostalgia really shows reality, great script, and great actors. This being the reason why this experience called boyhood is enjoyable as this movie only is.",thegodofcritics
7.6,10,Boyhood,"APR 17, 2022","This film is one of the most successful cinematographic experiments ever and certainly the most successful of the last 20 years. A film characterized by unique delicacy and refinement. It is the narrative arc of each individual character that creates the whole story and the result is astounding. A wonderful direction, a montage of the same level and a cinematography of great depth for this indisputable masterpiece.",NickTheCritick
7.6,9,Boyhood,"MAR 26, 2022","Very unique slice of life movie. Being from Kazakhstan, I kinda got the grasp of average American life.",Lolathon
7.6,0,Boyhood,"JAN 22, 2022",I can not believe this high rating for this absolutely non-special film. I admit that the fact that I cannot bear Ethan Hawke influences this judgement a bit too.,alfral
7.6,4,Boyhood,"JAN 20, 2022","this was one of the most overhyped films iv ever seen. this is such a slow, boring, not that well-acted mess of a film. the concept of a movie taking 12+ years is super interesting but in execution, it's not that fun of a watch, Ellar Coltrane whiles yes was literally a boy growing into a man, his acting skills don't feel well developed throughout the movie and it becomes monotonous and annoying to watch and this basically goes for the rest of the cast. again the best way to sum this film up is that its a really cool idea but isn't a good movie",JoshuaKirbs
7.6,6,Boyhood,"AUG 27, 2021","The idea behind this film was a fantastic one. It sought to do what no previous film had ever attempted, that being filming the actors over several years as they grew rather than trying to cast others who looked similar at various ages. That in and of itself is a remarkable feat. However, like many films that try to accurately emulate what real life is like, this story didn't have much of a plot. It is understandably difficult to have an overarching theme when trying portray the life and struggles of an adolescent boy. That is perhaps why this particular film seemed to wander significantly. There were a couple of really good scenes and a few powerful lessons that one could take away from this motion picture, but simply good scenes, unfortunately, do not make a good movie.",fletchicution
7.6,5,Boyhood,"JUL 14, 2021","I don't mind thoughtful, slow-paced films, honestly, I don't. I love a lot of them. But this film. I **** it!!! It left me cold!",Simon-J
7.6,4,Boyhood,"MAY 14, 2021",its kind of filled with emptiness and as words describe itself in it hard skined life when not much to see ahead its get boring. a growing man getting advice from all the people who are shaping his world which is not quite good because he wants freedom to get his own experience and all that,alokhere
7.6,6,Boyhood,"MAY 5, 2021",[SPOILER ALERT: This review contains spoilers.],clem666
7.6,10,Boyhood,"MAR 4, 2021",This is a great film. This is a great film. This is a great film. This is a great film.,freeridearts
7.6,10,Boyhood,"DEC 1, 2020","On rare occasions, a movie seems to channel the flow of real life. Boyhood is one of those occasions. In its ambition, which is matched by its execution, Richard Linklater's endearing epic is not only rare but unique.",ShoaibRahaman
7.6,10,Boyhood,"OCT 25, 2020",This is absolutely not mediocre. This movie is fantastic. Boyhood is a journey of a boy and his family. wonderful,bullettimetail
7.6,9,Boyhood,"JUN 20, 2020","Great movie, effort was worth it. Also soundtrack is amazing had to look it up after finishing the movie!",del_ky
7.6,8,Boyhood,"MAY 18, 2020","""We always thought we could hold the time, but in the end it was the time that held us""",mnemosyne
7.6,1,Boyhood,"MAY 15, 2020",12 years of production have ultimate boredom in return Throughoutly unengaging and I could only wish he grew up faster,nyonyajohn
7.6,10,Boyhood,"JAN 13, 2020",Retrata de manera maravillosa 12 años de una infancia muy semejante a la de la mayoria de personas anglosajonas,Bukyx
7.6,7,Boyhood,"JAN 2, 2020","I think this might be the most overrated movie of all time. Metacritic has it in their top 5 of all movies ever by critic score. If you've watched it, it should be clear that, while not a terrible movie, it is certainly nowhere close to a top 5 movie of all time. Certainly filming the same children for 12 years is a neat **** its still a gimmick. The rest of the film surrounding that gimmick is really nothing all that special. The acting is okay. Cinematography is pedestrian. The screenplay is pedestrian. The story of growing up presented here itself is not very compelling. Sorry to say but the child actors here really were very bad at acting (not that that could have been foreseen when they started). The only really neat or special part of this movie is watching the children age as the film progresses, which does not by itself make it deserving of a perfect score for film-making all time. Because that's just a gimmick, not a complete film. I thought the evolution of Ethan Hawke's character was the most interesting part of the film, but everyone else was pretty boring. It is worth watching, but come on this is not one of the best movies of all time.",notor12
7.6,10,Boyhood,"NOV 24, 2019",Twelve years of making this movie; twelve years of pacience to wait; twelve years of perfection.,ericrendeiro
7.6,0,Boyhood,"NOV 23, 2019","Oh dis donc, 12 ans pour faire un film... record battu ! et c'est donc ""ça"" qui fait le buzz puisque les mêmes acteurs et actrices sont venus pointer régulièrement pour aider au remplissage de cette espèce de chronique (?) de la vie quotidienne d'une famille recomposée décomposée et voire plus si affinités. Il ne faut par conséquent pas s'étonner que le film dépasse les 2h40, car en vérité, ç'aurait pu être pire... quoique en l'état, ce machin très psycho-social est déjà périmé avant d'être fini ou éventuellement consommé. C'est d'une banalité et d'un ennui rarement atteints et ça n'a aucun intérêt. Ni du côté dramatique ou mélodramatique, ni du côté de la comédie, ni... d'aucun côté en fait. On préfère à dire vrai se taper une saison entière de Derrick que les deux heures et trois quarts de ce machin qui brasse de la merde à n'en plus pouvoir. C'était bien la peine d'y passer 12 ans... 6 mois auraient suffi. Et encore...",Broyax
7.6,2,Boyhood,"NOV 23, 2019",Why the heck is this considered such a great movie. Very dull and lack luster performances.,Mavstar
7.6,4,Boyhood,"NOV 21, 2019","I was so excited to see this film! I wanted to give this movie a good review, but it just really falls flat. I remember sitting down and watching it all the way through with high hopes and I came out with nothing but disappointment. The protagonist is an ass-hat, his mother is naive and allows herself to enter abusive relationships, and the film just drags on endlessly. It is filled to the brim with horrible dialogue and very mediocre acting! The critics must have been payed off because this film is so far from a 100! **** Boyhood! It really is not a good film!",PierceM
7.6,2,Boyhood,"NOV 5, 2019","Let's be honest, without the gimmick of being shot over 12 years this film is needlessly slow and borning. The only saving grace is that it was somewhat interesting seeing the actors age naturally over time but that doesn't save from the absolutely boring and cliche plot.",AmyMArt
7.6,10,Boyhood,"SEP 29, 2019",Incredibly risky production and truly relatable to the lives of everyone I know.,benmgarc2
7.6,10,Boyhood,"SEP 23, 2019","Filmed over 12 years with the same cast, Richard Linklater's Boyhood is a groundbreaking story of growing up as seen through the eyes of a child named Mason (Ellar Coltrane), who literally grows up on screen before our eyes. Starring Ethan Hawke and Patricia Arquette as Mason's parents and newcomer Lorelei Linklater as his sister Samantha,",LucasTS
7.6,10,Boyhood,"AUG 29, 2019","Linklater has given us many amazing cinematic experiences, but this is his masterpiece. Not only is this film a heartbreakingly honest portrayal of growing up, but it should be mandatory for students to watch before graduating from high schoool. Even two years after its release, my eyes still water every time I think about this film. Hawke delivers one of his finest performances, but Arquette's raw emotion will steal your heart and connect with every person who understands what single-parenting feels like. In her last scene of the film, Arquette delivers a heartbreaking line that will break the heart of every mother (and father) who has raised a child to adulthood. This film will go down as one of the greatest cinematic experiences to ever come out of Hollywood",TootsieWootsy
7.6,9,Boyhood,"AUG 22, 2019",The film is so simple in its concept and execution that you almost forget you're watching a movie and just relax and live alnongside its characters.,Mahmus
7.6,6,Boyhood,"JUN 19, 2019","Boyhood is basically a good movie, and it was made in a way that, miraculously, ended up working. But ultimately, I have to pose the question of whether or not the story presented here will hold up next to timeless classics like The Godfather, and I don't think it will. Great on a technical level and definitely worth one watch, at least, the film ultimately succumbs to pretentious posturing. Not for me.",Matticuss77
7.6,8,Boyhood,"JUN 17, 2019","It has its uniqueness thing going. That's for sure. But then you realize part of it is its lack of real drama and proper plot. Still, when it hits, it hits true and it just strikes you how coherent and well thought it all is. Great attention to detail. It's not boring even though it's long and it's not superficial like most of European artsy stuff. Linklater never disappoints",o_rety
7.6,8,Boyhood,"MAY 21, 2019",A truly amazing movie. From childhood to college... and the fact that they took 12 years to film it? stuning!,pedropereira
7.6,9,Boyhood,"MAY 16, 2019","A transcendent film achievement. Shot and captured over the course of 12 years, Richard Linklater focusses in on the moments of truth and perspective rather than the obvious footnotes in ones childhood experience. It results in a very effective and enriching film experience as if following the life Mason rather than the highlights of Mason. Being the same age as this kid it truly resonated with me at a level I cannot describe, and needed some time after viewing the experience to reflect and ponder myself. Because that's what the movie strives for. Moments of reflection, perspective and seeking truth on the journey of life, but never giving us the answers. Boyhood is what most coming of age films strives to be.",Jaredc3245
7.6,7,Boyhood,"MAR 12, 2019","Hell of an achievement. 12 years in the making. The cast literally grew up on the screen. And yet it plods at points. It's an American family drama that just reeks of mediocrity. Not the acting or the film making, but the story itself. Even after 12 years, the main character is still on the cusp of his life. Maybe a little more indication of where he goes from there would have helped? Still, an outstanding film.",UncleWillard
7.7,8,The Leopard (re-release),"SEP 19, 2025","First 2 hours was a bit slow and building up the drama, final hour was really epic and great finish to the film!",oopendo
7.7,8,The Leopard (re-release),"NOV 4, 2024","Esses dias assisti ao filme do Bunuel chamado ""O anjo exterminador"", e muito me incomodou a visão meio infantilizada da burguesia, e da elite em geral, ainda que a proposta lá seja mesmo uma comédia. Aqui, temos o senso de realidade muito mais adulto, e ainda assim divertidíssimo e instigante, mesmo que longo e cansativo. É a velha aristocracia em crise, mas não apenas isso: todos os seus medos sobre a sociedade vindoura, de fato se mostraram com sentido, não é apenas a perda de sua posição social, mas também a desilusão de um futuro melhor com a descentralização do poder. Em que a democracia republicana melhora e piora em nossas vidas? A desilusão faz total sentido, e nisso o filme do Visconti se torna um retrato histórico com uma pegada atemporal.",alanpotter17
7.7,8,The Leopard (re-release),"MAY 12, 2024","This lamboyant and epic historical drama show yet so much subtlety and delicacy in its character depiction, a must watch even decades after its release.",mohamedkhamkham
7.7,7,The Leopard (re-release),"APR 11, 2019","Pretty darn good Italian film with good acting, writing and visuals, though its very long.",Tyranian
7.7,9,The Leopard (re-release),"APR 29, 2016","You see, people, not only the Leopard is a success, but also a collector's edition for everyone who wants to collect so much movies. This must be in your collection otherwise, there's something wrong with you.",EpicLadySponge
7.7,10,The Leopard (re-release),"SEP 1, 2013",[SPOILER ALERT: This review contains spoilers.],OldFrt
7.7,10,The Leopard (re-release),"JUL 21, 2012","The Leopard, or better ""Il Gattopardo"", is a monument in movie history. First of all because of the suburb setting (great and wide landscape of Sicily, the rich costumes, the palaces), the great acting, and beautiful actors like Claudia Cardinale and Alain Delon. It has a very intelligent storyline and although not a fast movie it has never a dull moment. Thank you Luchino Visconti for this great masterpiece!",Lumax
7.7,9,The Leopard (re-release),"JUL 11, 2012",Excellent characterization. Passionate story. But it is very long and sometimes boring. The technical level is quite good. Also did not like the end of the story.,Serrao_Brochado
7.7,8,The Leopard (re-release),"MAR 5, 2012",Visconti's Palme dâ,lasttimeisaw
7.7,6,The Leopard (re-release),"DEC 23, 2011","The film is a visual masterpiece, really good mis on scene and cinematography , and even good actors. But it is too long and slowly that you just get tired. IÂ´m used to like Italian movies and I have seen much better Italian movies than this.",Shahnameh
7.7,10,The Leopard (re-release),"AUG 27, 2010","""The Leopard"" is the epic war drama that ""Gone With The Wind"" wished it could be. Plus Burt Lancaster is a bamf and Claudia Cardinale is a hottie. What more can you ask for?",ryancarroll88
8.7,9,Rear Window,"SEP 5, 2025","The film brilliantly forces us to see the world through the main character's perspective, making every emotion and moment feel immediate and personal. Beyond that, Rare Window impresses with sharp, witty, and life-accurate dialogues that feel completely natural. Its technical precisionfrom cinematography to set designis top-notch, and the humor blends seamlessly with real-life authenticity. A clever, immersive, and genuinely entertaining watch.",MorfenA
8.7,9,Rear Window,"AUG 27, 2025","It's incredibly challenging to write a review of this film - so many ideas and layers of cinematic storytelling are embedded within it, and so many dissertations and essays have been written about it, that the very notion of capturing it all in a review feels excessively grandiose and overwhelming. Rear Window is such a comprehensive film in terms of cinematic language and richness of detail that any review will inevitably be incomplete and oversimplified. The film begins with the raising of the curtain - the opening of the window shades in Jeff's apartment, a perspective that becomes both Jeff's and the viewer's throughout the film. The soundscape consists of conversations, street noises, and occasional music played by a neighboring composer on his piano or a record player. The viewer is fully immersed, becoming Jeff, spying on the neighbors alongside him while also observing Jeff himself. Swelteringly bored, he watches his neighbors, each becoming a character in a silent film narrated by Jeff. The audience see them through Jeff's eyes and form impressions based on his commentary. Stella accuses Jeff of voyeurism for watching his neighbors. But isn't the viewer doing the same, observing both the neighbors and Jeff? Moreover, how reliable is Jeff as a narrator of what he sees? Is everything on screen a fiction conjured by Jeff's imagination, or perhaps a dream? Just as the film itself is a fiction crafted by Hitchcock's imagination. And how accessible is reality to our perception before it becomes part of our imagination? Jeff isn't eager to abandon his bachelor habits and marry Lisa, despite her captivating beauty and charm. Lisa is as alluring as Miss Torso, a dancer whose lingerie-clad exercises Jeff spies on. With Lisa, one could indulge in the passions of the newlyweds behind another, heavily curtained window. It's tempting to dedicate a song like ""Lisa,"" composed by the neighbor across the way, to her. But there's another side to marriage - another movie, or rather, another neighbor's apartment, tells a different story. There, Lars Thorwald, a traveling salesman once as free as Jeff, endures his wife's torment, as she lounges in bed all day in a negligee suspiciously similar to the one Lisa will soon wear while parading before Jeff. Yet abandoning Lisa feels inhumane - on the ground floor lives the Miss Lonelyhearts, imagining companionship and, in one scene, wearing a green dress the same shade as Lisa's. Central to these competing narratives is the story of Lars Thorwald and his wife. Jeff suspects Thorwald, fed up with her endless taunts, has murdered her - much like Jeff might wish to be rid of Lisa, whose talent, he claims, is creating trouble. Jeff's detective friend dismisses his suspicions, insisting it's just his imagination. Masterfully manipulating angles, Hitchcock shifts the camera's perspective to the detective's point of view, making him the primary narrator and disorienting the **** film's intrigue seems to hinge on whether Lars Thorwald killed his wife. But perhaps it's really about whether Jeff will marry Lisa? Everything happening across the courtyard strikingly mirrors what's happening in Jeff's apartment - or rather, in his mind. What he observes through the rear window, or in his imagination, becomes more real than what's in his room. Who in their right mind would watch Miss Torso or Miss Lonelyhearts when the stunning Grace Kelly is in the room? Yet Lisa, even in a negligee, must close all the curtains to become Jeff's focus. She jokingly says she'd only distract him from Miss Torso by moving across the courtyard and performing an hourly striptease. Indeed, Lisa truly captures Jeff's attention and becomes part of his reality only when she becomes part of his fantasy - leaving the apartment and entering Thorwald's, transforming into the daring heroine of the thriller Jeff and the audience are watching. Only then does she earn the ring on her finger, won through bravery and adventure. How much of Jeff's narrative about what's on screen reflects reality? Are we watching a murder investigation or Jeff's nightmare about marrying Lisa? How real is reality to us until it becomes part of our imagination? Studies from the early 1950s in the U. S. showed most Americans dreamed in black and white, but by the 1960s, most dreamed in color. This shift coincided with cinema transitioning from predominantly black-and-white to color. If dreams reflect our unconscious, how much does cinema's influence on dreams distort our unconscious, and how much does the latter reflect our direct experience rather than what we've seen on screens? Would Jeff have seen the real Lisa if he hadn't viewed her through his camera lens as the heroine of his thriller fantasy? C. S. Lewis wrote that imaginary beings have their insides on the outside - they are visible souls - and that a man can only be truly seen by placing him in the imagination and viewing him as a fairy-tale character.",Icivindur
8.7,8,Rear Window,"AUG 16, 2025",[SPOILER ALERT: This review contains spoilers.],Ppseudo
8.7,10,Rear Window,"JUL 27, 2025",[SPOILER ALERT: This review contains spoilers.],nirROMyug
8.7,8,Rear Window,"JUL 25, 2025",PG+ Review Trigger Warning:This films contains mild suicide and small scenes of dead dogs but mostly relies on the mind. When I watched this movie hearing its a thriller but scared I might turn from a Stephen King fan to a Alfred Hitchcock fan this film is very good but not enough to turn me to Alfred Hitchcock fan yet but I would be willing to watch more of his movies. This movie feels like Misery 1990 was based off this movie. As they share similar ascpects. The only thing you should worry about is crulety to animals where a dog is killed and attempted suicide.,rive040
8.7,9,Rear Window,"APR 13, 2025","Great acting, and a great storyline. A Hitchcock classic that really is a must-see!",strangebrew123
8.7,8,Rear Window,"APR 10, 2025","Such a great film for its time. Great acting, interesting to watch. A look into life before social media made it to where everyone’s lives were posted for all to see.",AmO0
8.7,8,Rear Window,"SEP 25, 2024","Hitchcock binds James Stewart to a wheelchair, deposits him at the picture window of a big city apartment and lets an idle imagination find its own drama. In this case, it's a murder most foul behind the drawn curtains of a neighboring unit. Costar Grace Kelly is refined and magnetic as the fashion conscious would-be fiancée; a model of smooth-talking elegance who, after initial doubts, is soon drawn into the intrigue of what's actually happened in that dark room across the way. After an argumentative start, Stewart and Kelly quickly settle in as a close-knit pair of obsessed observers, stoking each other's suspicions and inducing a steady shared vigil. The issue of their troubled romance is problematic, introduced in the first act and never truly resolved, but that doesn't bother me. I much prefer them as whispering cohorts with a gossipy secret, and the film already has more than enough subplots going on. Rear Window is a steaming pressure cooker of a suspense story, one which encourages viewers to second-guess their impressions and then punishes them for doing so. Like a large-scale stage production, the entire tale is told against a single backdrop: an unusually busy, uninhibited residential block. Sir Alfred's aptitude for frugal filmmaking is on full display here, utilizing every inch of screen to fill blanks and enrich the environment. It hustles, it bustles, it stirs in the morning and settles down after dark. We get to know each resident, to learn their habits and patterns, just like Stewart does from his lonely perch. Perhaps a little slow and meandering to start, once the pieces come together and our well-meaning voyeurs take matters into their own hands, it accelerates like a spooked getaway driver.",drqshadow
8.7,9,Rear Window,"MAR 13, 2024",Incredible. I'm always amazed by how Alfred Hitchcock was able to create such compelling films. I'm beyond impressed by Rear Window.,Akoltuniuk
8.7,8,Rear Window,"FEB 23, 2024","This movie is one of the artistic , popular, effectiveness and best movie ever i saw in all of my life , one of the memorial movie .",ASF401
8.7,7,Rear Window,"JAN 24, 2024","Another interesting discovery from Hitchcock. 'Rear Window' benefits from a specific and innovative set, an intriguing plot and impressive special **** acting is great, especially from Grace Kelly and James Stewart, the latter almost only with his looks and **** colours are beautiful, the environment is great.Very similar to a theatre play, we follow the story of few characters. Some with importance as Lars Thorwald (played by Raymond Burr), some way less, as the sculptor on the ground floor. It is really pleasant to see all these protagonists evolve around each others for two **** the scenario remains interesting, I must say that the turns of events are not that much. There are some scenes deprived of ingenuity, overly long or simply contributing to make the plot falsely more complex.However I enjoy how the films goes from morality to psychology with the triad LB - Lisa - Stella, each giving his opinion about what is going on and how.",clem666
8.7,5,Rear Window,"OCT 29, 2023",how is this an 100,GTReady
8.7,10,Rear Window,"APR 18, 2023",that time classic thriller film. well executed and well written. for modern day some people will find it boring but it was actually great,the_shadhu_khan
8.7,9,Rear Window,"SEP 28, 2022","Stunning, methodical, funny, erotic, self-aware, suspenseful, intelligent. A masterpiece.",JeBjBo
8.7,8,Rear Window,"AUG 23, 2022","Like 12 angry men , rear window is a renowned classic that manages to accomplish an excellent film whilst set in a room. Static settings demand for things such as cinematography, writing and performances to have to be at their best as they are the story, what keeps attention. Hitchcock is stunning at creating sublime story's that simmer and build into thrilling crescendos and rear window is his best example of that with his idiosyncratic camerawork swoops like the voyeur the main character is. Grace Kelly is an engrossing independent brave socialite reporter and Stewart a cynical photographer but Ritter stands out as the sharp wit nurse. The script is exceptionally well written . Not the best film I've seen but it's right there.",All_ButTrU4
8.7,6,Rear Window,"MAR 26, 2022","Kinda boring, but it was alright. Grace Kelly was so hot ;) For the 50s, it was a good movie, I guess.",Lolathon
8.7,10,Rear Window,"MAR 14, 2022","Rear Window is a one of the more sophisticated Hitchcock films, and I will always consider it a masterpiece. It has tension, suspense, humour, has a strong voyeuristic tone to it and moves along at a good pace. The cinematography was truly excellent, dark in some scenes and beautiful in another. The script is fantastic and genuinely memorable(Thelma Ritter's wisecracks especially), likewise with the story, about a man who is convinced that his neighbour has killed his wife. I have always considered Rear Window's main merit to be the performance of James Stewart, he was perfect as Jeff, the man who is in a wheelchair, due to a broken leg. The other performances go without fault either, especially from the beautiful Grace Kelly as Lisa and Raymond Burr in a chilling performance as ""the villain of the piece,"" Mr Thorwold. The music was expressive and atmospheric courtesy of Franz Waxman, and the climax was possibly the highlight of the film, after Stewart's performance. The 1954 version of Rear Window will always be a classic, not the inferior TV remake with Christopher Reeve. All in all, a must see for those who are fans of Hitchcock. 10/10 Bethany Cox.",kyle20ellis
8.7,10,Rear Window,"JAN 11, 2022",The Best Movie of all Time. Hitchcock the best. James Stwart and everyone is great.,Iamali
8.7,2,Rear Window,"DEC 15, 2021",ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,jastine
8.7,8,Rear Window,"NOV 20, 2021","This is a classic film of course, a Hitchcock classic. Its subtle and it relies on you, the viewer, to imagine what may, or may not, have happened. Its interesting how Jeff (the main character) interprets the observations he witnesses. Its all a case of context, I suppose. Hearing him query other peoples interpretations of what he saw made me doubt the truth behind the circumstances. Its definitely a strong case of armchair detective, of course (how could it not?). It features a strong performance from both James Stewart and Grace Kelly, who is quick to challenge his assumptions. It makes me wonder what do others read in to otherwise seemingly every day activities and observations?. Its a slow builder, plot wise but it does well at pulling the audience in, questioning things. Its an intriguing watch, I found surprisingly tense, so I'd recommend it.",DawdlingPoet
8.7,8,Rear Window,"NOV 19, 2021","After hearing so much about this movie, I finally watched it today. I enjoyed this movie. It was beautifully made. The direction, performances by the actors, story.... everything was good. There is thrill and suspense till the end and everything opens up properly at the end only. Movie tries to confuse you due to which you are unable to predict the ending. One thing that I didn't like about the story was that there needed to be proper explaination at the end. Overall, it is a good thriller drama which will keep you bounded till the end.",akshatmahajan
8.7,10,Rear Window,"NOV 9, 2021",Best murder mystery ever. Modern. Simple. Different. Way ahead of its time.,Yannpastor
8.7,4,Rear Window,"OCT 28, 2021",Shockingly boring. This one really confuses me. I kept watching hoping for something in this film to really draw me in and stand out from other movies. Instead there was HUGE chunks of this movie that felt as if they were filler with only a couple of minutes of actual development in the story. Very disappointing given the other reviews. I must have missed something because I would not recomend this film.,lotrmonkey
8.7,9,Rear Window,"SEP 28, 2021","Story: 8/10...love the premise and the small container of in which the story plays out. One backyard shared by a dozen or so tenants. One week of action. One grand narrative with a few interesting side-narratives to make it interesting. Only complaint is that it all wrapped up so quickly with a neat little bow on top. And Jeffries' paranoia and chauvinism is rewarded in the end. Blah. Dialogue: 9/10...funny, intriguing, with a deep sea of meaning hidden beneath the surface of the words. Performances: 8/10...basically a stageplay on screen, which delivered some pretty predictable stage-acting performances from several characters. Kelly and Stewart are phenomenal (Kelly especially), but the other characters all LOOK like they are acting. Misc.: 10/10...Hitchcock is just masterful with the camerawork, editing, score, lighting. All the subtle stuff you aren't supposed to notice isn't noticeable, which is what makes it noteworthy! Phenomenal directing. Overall: 9/10...a few parts age quite poorly, but it's clearly a masterpiece and the inspiration for so many single-set movies that followed in it's wake.",jjauga
8.7,10,Rear Window,"MAR 16, 2021",One of the masterpieces and the best movie of all time created by legendry Alfred Hitchcock.,B4UShot-_-Vigil
8.7,8,Rear Window,"FEB 21, 2021","Film goes in crescendo, thanks to some great dialogues, plot and camera movement. It's unbelievable that this was made 67 years ago.",AJ_13
8.7,10,Rear Window,"DEC 14, 2020","Holds up incredibly well, largely thanks to Jimmy Stewart's effortless charisma & stellar believability. Hitchcock is a master at building tension & keeping the audience guessing. A+",LukasRyan1111
8.7,10,Rear Window,"SEP 7, 2020",Can't beat this classic. My first and one of my favourite Hitchcock films. I've watched it many times and will most likely do so again,FatherBen96
8.7,7,Rear Window,"JUL 26, 2020",[SPOILER ALERT: This review contains spoilers.],aminamin
8.7,10,Rear Window,"MAY 18, 2020","Peeping is very common in Hitchcock's movies, he ""usually uses the peeping lens angle to reflect the event, so as to enter the world with the voyeur's feeling."" In the movie ""Real Window"", the director places voyeurism on the most critical part of the film's structure. From killing time to voyeuristic voyeurism, Lisa and nurses strongly opposed to involuntarily join in. The audience nervously followed the development of the plot, confirming the voyeurism deeply rooted in everyone's heart.",mnemosyne
8.7,0,Rear Window,"FEB 4, 2020","Bon alors, j'aimerais -une fois n'est pas coutume- commencer par une note positive : la gracieuse Grace Kelly et sa blondeur enivrante ainsi que ses yeux bleus comme l'océan et... Mais d'ailleurs il faut se méfier, car son prénom prononcé à l'anglaise, ça donne ""graisse""... Et on ne veut pas de graisse, non, non, pas du tout ! Alors, il vaut mieux dire ""Grâce"" avec un gros accent circonflexe sur le ""a"" mais ne pas l'utiliser comme adjectif parce que sinon ça donne ""grasse""... Et elle n'est pas grasse, bordel de merde ! Mais passons, car je me rends compte que je meuble comme un crevard et que je fais mon Hitchcock quelque part ; je me regarde donc le nombril, je me gave de Lexomil (c'est pour la rime) j'allume 3000 watts de projos et je commence à film... à faire de la merde. Je laisse le fâlot James Stewart en roue libre, avec lui quoi qu'il arrive, on commence déjà à s'endormir et j'étire mon espèce de pièce de théâtre qui dure pas loin de deux plombes au maximum : elle plombe tout avec un aplomb sidérant, hypnotique et surtout soporifique. Je veille bien à ce qu'il ne se passe strictement rien tandis que tout le monde mate ces automates à travers les fenêtres grandes ouvertes... sauf à la toute fin que je m'efforce de rendre encore plus ridicule que tout le reste, ce qui n'est pas une mince affaire... ...mais j'y arrive toujours parce que je m'appelle Hitchcock et qu'il paraît que les bobos m'ont surnommé le ""maître du suspense"" !! putain qu'est-ce qu'on rigole quand même...",Broyax
8.7,10,Rear Window,"JAN 28, 2020","I love everything about this film. It is, in my opinion Hitchcock's finest film. Also Jimmy Stewart is amazing.",JustDuggan
8.7,10,Rear Window,"NOV 8, 2019",Its the best crime thriller portraying a message of love at the heart of it strictly visually.,i_m_a_blowfish
8.7,10,Rear Window,"AUG 23, 2019","The best, GREATEST thrilling mystery movie ever made! With 2 of the best movie characters ever portrayed: James Stewart as L.B. Jeffries and Raymond Burr as Lars Thorwald!",TMProofreader3
8.7,9,Rear Window,"AUG 15, 2019","Before the movie played in my photography class I was expecting a black and white film that still has charm (similar to It's A Wonderful Life minus Christmas). What I got was way greater than I'd ever imagined. The film has interesting characters, great suspense, and an interesting plotline all from one room. On top of that it still holds up really well for a film made 60+ years ago. The one point deduction is more of a personal profession, since there are other movies that I just enjoy watching more.",Rollin
