average_userscore,individual_userscore,movie_title,review_date,user_review,username
7.6,10,Touch of Evil,"AUG 23, 2019","The best, GREATEST thrilling gangster movie ever portrayed! With the best movie character ever portrayed: Orson Welles as Capt. Hank Quinlan! Plus the best movie quote ever spoken: ""He was some kind of a man. What does it matter what you say about people?"" And the best movie score ever composed!",TMProofreader3
7.6,10,Touch of Evil,"NOV 25, 2018","An essential from Orson Welles. Police thriller with the well-known ingredents that makes works clockwise: crooked policemen, femmes fatale, an overwhemed atmosphere and intrigue.",alejandro970
7.5,1,Playtime,"OCT 24, 2025","Mauvais jeu en tout point, direction artistique horrible et gameplay infâme",Artskill92
7.5,1,Playtime,"AUG 24, 2025",A waste of time! I also find it difficult to fill in at least 75 words when the first sentence would have sufficied!,Toby74
7.5,9,Playtime,"OCT 5, 2024","A passion project for director (and reticent star) Jacques Tati, who exhausted his network of financial benefactors and most of his personal fortune to see it through, PlayTime is a difficult film to categorize. It’s both a comedy and a commentary, pondering the necessity of cutting-edge comforts by mocking and discrediting them. Tati stars as Monsieur Tulot, a Chaplin-esque character who wanders into a sleek new commercial mega-center seeking... something? Maybe a job? We’re never really sure, and it isn’t important anyway. In pursuit of a supervisor, Tulot grows hopelessly lost in the vast, glass-and-steel confines of the corporate maze. After the better part of a day, he finds his way back out to the street, only to round a corner and re-enter through the residential and entertainment gates. These areas, too, are modern to a fault. Big ideas accomplished as part of some larger, grander plan, but completely dysfunctional in a day-to-day sense. While much bubbles under the surface, particularly the director’s feelings about a then-recent remodel of downtown Paris, the film employs an extraordinarily light touch. Its plot is simple and fleeting; dialogue a mere afterthought. Most of its focus is dedicated to an onion skin of recurring visual gags that interlace, interact and compound one another. Like an orchestra, revisiting old melodies in a new context, the humor swells and fades. We explore it from fresh angles, enjoy it in different ways, find its influence everywhere. The lack of up-front, traditional storytelling belies the wealth of detail in most every background. Sometimes there are half a dozen silly bits going on at once, and none are front-and-center. A fabulously funny picture, but you’ll need to seek out almost every laugh. As Tati had full control of the set, he was afforded unusual levels of creative control. This empowered him to insist upon 70mm film stock and to indulge his pickier compositional habits. The end result is a film that looks astonishingly sharp and vibrant, even half a century later. Of course, this nearly cost him everything, as his production ran far over budget and was not immediately well-received. In retrospect, though, what does history really remember? The films that came in on-time and met the investors’ estimates, or those that best captured the creator’s vision? I have no doubts where this one falls. You can’t afford to miss the long, chaotic scene inside a club on opening night.",drqshadow
8.3,8,Fanny and Alexander (re-release),"JUN 3, 2020","With the 4 oscars, movie Bergman's on of the greatest work. Costumes, attitudes, relationships reflex the sweden life in the early 20th century. It's historical and dramatical epic movie.",mr_emre
8.3,10,Fanny and Alexander (re-release),"MAR 22, 2018","Powerful story where Bergman juxtaposes two different ways to live: opening yourself to the world and accepting its richness along with injustices, or closing yourself out and trying to create your own reality.",zapV
8.3,8,Fanny and Alexander (re-release),"APR 18, 2016","Fanny and Alexander is one of those movies that has a strong 100 Metascore, yet not worth giving a 10/10 on. However, that doesn't mean this is a bad movie.",EpicLadySponge
8.3,10,Fanny and Alexander (re-release),"OCT 7, 2014","An immensely pleasurable epic, and swansong by Bergman as a film director. I haven't seen the TV series yet, but once you get past the first 25 minutes of setting up the piece and making the introductions to the characters, you're caught, hook, line and sinker, for the full 189 minutes, in its investigations of the truth behind the familial ties that bind, and the powers of them amongst love, mercy and the supernatural. A remarkable script superbly acted, plotted and shot. It certainly deserved its 4 Oscars, and dare I say, had it been an American film, it probably would have won a heap more. Intensely recommended.",talisencrw
8.3,2,Fanny and Alexander (re-release),"SEP 11, 2014","To tally blah art picture, with a snail's pacing, self-conscious settings, and way too indulgent delivery. The lead characters are cute but monotonous. The storyline doesn't really go anywhere, and this just feels too overwrought. This film sums up the worst of dull, tedious, over-promoted art-house fare for me.",badwebdiver
8.3,8,Fanny and Alexander (re-release),"FEB 9, 2013","This film is what I would consider an epic piece of art. There are so many themes running through the characters in this film, it would be impossible to cover them all in a book let alone a review. There is something here for everyone. You will find something to connect with, something to enrage you, and something to make you somber. There were certainly some scenes in this movie that I did not enjoy, that took me out of the film I did watch the theatrical version. Perhaps I need to watch the television version for more context. I did enjoy this movie throughout and would recommend it to anyone looking for a thoughtful, artistic film.",seancriswell
8.3,10,Fanny and Alexander (re-release),"FEB 4, 2012","A masterpiece. If the uncut Fanny and Alexander is Bergman's greatest work, as I think, it's because it's his most inclusive. He shows almost everything: all his moods, conflicts, styles and many of his favourite actors. The movie is astonishingly beautiful. The cinematography is by Bergman's longtime collaborator Sven Nykvist. Excellent period piece, beautiful color,rather complex, several stories in one.",Lloy2
8.8,9,Singin' in the Rain,"JAN 26, 2025","basically a masterpiece the only part that confused me was the lastgiant musical number I will have to rewatch it again to completely understand it. There were a couple of songs on here like ""Good Morning"" that I had no idea originated from this movie. This is a must see movie it's funny, moving and fun to watch. I Might give it a higher rating on rewatch",WV7dogguy
8.8,10,Singin' in the Rain,"OCT 12, 2024","Even if you aren't a fan of musicals, this is simply one of the greatest films in the cinematic kingdom.",glenpolin
8.8,10,Singin' in the Rain,"MAY 22, 2024","An absolute downpour of joy! Gene Kelly may be the lead, but Donald O’Connor steals the show with 'Make ‘em Laugh’.",griggs79
8.8,8,Singin' in the Rain,"MAR 13, 2024",Such a fun film. This movie really shows what a musical is all about and how much of a joy they can be to watch!,Akoltuniuk
8.8,9,Singin' in the Rain,"NOV 24, 2023",A classic. Neat chemistry between the main characters. LOVE the rain scene. It is SO cool how much went into production before special effects (as we know them today).,hmgalloy
8.8,9,Singin' in the Rain,"NOV 10, 2023","It was a very beautiful movie, two hours of absolutely jou A simple and beautiful story with a beautiful ending and an innocent love story that makes you enjoy every moment of the movie. This is definitely the best musical movie that I have ever seen.",Alpkamali
8.8,10,Singin' in the Rain,"SEP 10, 2023",I love this movie! It is the greatest musical of all time period. I love the music and the dancing in this movie. I also love how it talks about the history of how they implemented sound into movies which fascinates me. It all comes together in a beautiful technicolor package. 10/10,AwesomeAgent404
8.8,9,Singin' in the Rain,"AUG 15, 2023",The magic of cinema in its purest form. Brilliant acting. The best musical. Singin' in the Rain!,Dominik08
8.8,10,Singin' in the Rain,"JUL 28, 2023","Truly wonderful, it is fun to see the base inspiration, especially after seeing so many of the newer films it inspired. The cast is incredible, its still visually sharp and stunning and it came out 71 years ago. Even the lesser parts, mostly just the overlong broadway melody interlude, are not nearly enough to detract in any meaningful way.",royalguy07
8.8,10,Singin' in the Rain,"MAY 30, 2023","There is probably no movie as fun and spreads happiness as this movie does. The musical numbers are really well done but the thing that I really admire about this movie is that it also is able to manage a well written story and have some decent acting performances. 10/10, go watch it on Max",moviefan23u429u
8.8,10,Singin' in the Rain,"MAR 20, 2023",[SPOILER ALERT: This review contains spoilers.],abc1234567890
8.8,10,Singin' in the Rain,"FEB 2, 2022","A true classic. Lovable, fun, and all around absolutely fantastic. A must watch.",plushcollector
8.8,5,Singin' in the Rain,"FEB 27, 2021","I'm clearly in the major, major minority. Honestly though, I didn't enjoy this. It's certainly worth noting musicals are probably my least favourite genre, but I'm still more than capable of finding entertainment with them - e.g. 'The Greatest Showman', 'The Sound of Music' and others. 'Singin’ in the Rain', however, simply didn't connect with me. There's one, maybe two, good songs that I had already heard, while Gene Kelly (Don) is solid fun in the lead role. The premise, minus the music, is actually very interesting, what with the silent film transition era. Given it's a musical, though, they don't delve as deep into that as I wanted. None of the songs, aside from the previously alluded to ""Singin' in the Rain"", landed well with me, I kinda found them a chore to sit through to be frank. Elsewhere on the cast, aside from Kelly, I found Debbie Reynolds (Kathy) alright but Donald O'Connor (Cosmo) a little irritating - he tries too hard, for my liking. Jean Hagen (Lina) is likewise a tad annoying, though that's intentional with her to be fair. I will acknowledge that the film, aesthetically, looks excellent. I wish I liked it more overall, but I just didn't. Do feel free to ignore me!",r96sk
8.8,10,Singin' in the Rain,"DEC 25, 2020","Perhaps the best Golden Age of Hollywood movie ever made. The musical numbers are great, the acting is spot on, Donald O'Connor steals the show (tough to do when Gene Kelly is in the picture). I love the humor and the loving satire of the early talking pictures 1927-28.",Mglovesfun
8.8,7,Singin' in the Rain,"MAY 29, 2020",I`m not a big fan of musical ****`s not my cup of **** this films looks very great.,AndrewHord
8.8,8,Singin' in the Rain,"MAY 20, 2020",A masterpiece of American musicals. Gene Kelly happily sings and dances in the rain after first gaining her heart. This plot is a timeless classic in the history of musicals! I don't remember how many times I have read this paragraph.,mnemosyne
8.8,10,Singin' in the Rain,"MAY 5, 2020",You will never find more joy and happiness in any film out of the Masterpiece that is of Singing in the Rain.,Dostoyevsky3
8.8,8,Singin' in the Rain,"NOV 19, 2019","As someone who doesn’t really love musicals, I actually really enjoyed this movie. It’s so joyful and energetic, the cast is so charming and entertaining to watch, the music is very well done, and it’s overall just a fun watch. The actors all have great chemistry, and the film never slows down or loses steam; it just... goes. The main reason I don’t like musicals is because I feel like I’m watching two different movies with drastically different styles, but Singin’ in the Rain doesn’t have this problem. It keeps a consistent tone and pace in both dialogue and song.",Morty_McFlay
8.8,10,Singin' in the Rain,"OCT 5, 2019","Super entertaining classic. Holds up no matter how many times I see it. Not only one of the greatest movie musicals of all time, IMO , this is one of the greatest comedies of all time. Can you spell HYPERBOLE ? Joyous fun from start to finish, and a heartfelt look back on Hollywood history",CodyZamboni
8.8,10,Singin' in the Rain,"AUG 29, 2019",Glorious Performance **** far the best musical film ever. I can't get any words to describe how beautiful this movie is. Only thing I regret now is that I didn't watch this movie sooner.,TootsieWootsy
8.8,10,Singin' in the Rain,"AUG 23, 2019","The best, GREATEST musical comedy romance movie ever made! Or is it the best, GREATEST comedy musical romance movie ever made? With the best movie character ever portrayed: Jean Hagen as Lina Lamont! Plus 3 of the best movie songs ever sung: Make 'Em Laugh, Good Morning, and the title song! And the best movie quote ever spoken: ""You mean it's gonna say up on the screen that I don't talk and sing for myself?...They can't do that!...They can't make a fool out of Lina Lamont! THey can't make a laughingstock out of Lina Lamont! What do they think I am? Dumb or something? Why, I make more money than - than - than Calvin Coolidge! Put together!""",TMProofreader3
8.8,10,Singin' in the Rain,"JUN 16, 2019",So far the best musical film ever. I can't get any words to describe how beautiful this movie is. Only thing I regret now is that I didn't watch this movie sooner.,sachineldho
8.8,10,Singin' in the Rain,"MAR 25, 2019","To some, this is a basic musical. To some, this is a cheer up movie. And that last part is most definitely true. This movie has it all: great memorable songs, good acting, funny scenes, dancing, romance. Watch it, and you'll want to sing in the rain.",YunusKat
8.8,9,Singin' in the Rain,"OCT 22, 2018","Assisti esse filme em 2018 e é simplismente sensacional, uma grande química por parte de Kelly, Reynolds and O'Connor, atuação incrivel, enredo. É um dos melhores filmes musical de todos os tempos até lançar La La Land que o teve como inspiração Singin' in the rain.",Izago
8.8,9,Singin' in the Rain,"AUG 4, 2018","This film is, for me, the second best musical film of all time, only being surpassed by ""The Sound of Music"". The story is based on a real fact: the rise of sound cinema and the consequences it has brought to an endless number of actors and actresses, whose bad voice or diction wouldn't allow their career to continue. The film stars Gene Kelly, Debbie Reynolds and Jean Hagen, who bring to life a love triangle that supports the entire film. The script is extraordinary and doesn't deserve critical, as well as the cast performance. Kelly and Reynolds solidified their **** with this film, in all fairness, for they are amazing together and excellent when separated. Jean Hagen gives life to some of the film's most hilarious moments. As far as music and songs are concerned, they are truly beautiful and some of them are in the ear. It is not by chance that most of the songs in this film have gone to the history of cinema and have become as immortal as the movie itself.",FilipeNeto
8.8,10,Singin' in the Rain,"AUG 2, 2018","This is maybe the best musical of the history,great performances,great music and great dance.",Cristofer21
8.8,9,Singin' in the Rain,"MAY 3, 2018","what a night! ladies and gentlemen, what a night.. Singin' In The Rain An epitome to a musical genre feature where choreography, production design and background score blends into the perfect combination in a poetic tone. The journey and the transition depicted in here of all the characters; as they aren't palpable to their surrounding anymore, is written explicitly on paper by Betty Comden and Adolph Green. And the rest of it is left to Stanley Done and Gene Kelly; the directors, whose enthusiasm and affection towards the musical acts is crystal clear and they fortunately are able to apply it all in here. Gene Kelly has done a decent work on performance too with Debbie Reynolds and Jena Hagen as a supporting cast but the real game changer is Donald O'Connor who is flat out hilarious in his portrayal. Singin' In The Rain is one of those rare art that just happen to have everything in the right place and if accounted into one big musical opera there lies a genuine soul in it.",amheretojudge
8.8,10,Singin' in the Rain,"FEB 26, 2018","My favourite film/ musical. ""Singing' in the rain"" has many rememberable characters with performances to match. Debby Reynolds brings Kathy to life and though this was one of her first films she keeps up with the likes of Donald O'Connor and Gene Kelly. The movie is a must see and really brings to life what it was like in the transition between silent films and talkies!",sidneyrosehorn
8.8,10,Singin' in the Rain,"FEB 18, 2018","such a joyous and entertaining film that might become a tad too cheesy and silly at times, but that's just part of its charm. The ""Singin' in the Rain"" scene was wonderful, I really liked the Hollywood satire and the depiction of the troubled transition from silent cinema. The psychical performance by O'Connor in the ""Make 'em Laugh"" scene was incredible, and much of the comedy still works very well today and is quite witty. It's filled with charming musical numbers and impressive choreography, and it's such a joy to watch Gene Kelly, Reynolds and O'Connor grace the screen. A timeless film.",back_in_1939
8.8,10,Singin' in the Rain,"JAN 21, 2018",[SPOILER ALERT: This review contains spoilers.],auburnn
8.8,7,Singin' in the Rain,"JAN 15, 2018","A musical masterpiece of chemistry and choreography between Kelly, Reynolds and O'Connor. Something for everyone in this grand feel-good production, performed impeccably.",KingCrasher
8.6,7,Vertigo,"JUN 9, 2025","Another Hitchcock banger. If this guy had modern technology and filmmaking capabilities present in screenplay and special effect techniques, he would be the best director in history across any genre. What a fun plot twist, involving a character that is never on screen, so it would be nearly impossible to predict, and then the thematic scope present in the film through different characters or even the vertigo itself is hard to fully grasp in just two hours, making for a great rewatch.",bridgerjones_38
8.6,10,Vertigo,"APR 29, 2025","Great movie, second favorite Hitchcock behind North by Northwest. Excellent acting",1007Conradical
8.6,9,Vertigo,"APR 17, 2025","Pure atmosphere, somehow the grandfather of ""Lost Highway,"" ""Mulholland Drive,"" and ""Body Double,"" extremely stylishly directed, and Bernard Herrman's score is amazing! And the Technicolor colors! And the shot compositions (especially all those involving mirrors)!The script does seem a bit contrived, though nowhere near as contrived as ""Rear Window,"" which I find increasingly worse with increasing distance (?!). And James Stewart is THE face of Hollywood cinema in the 1940s and '50s, but I still don't consider him a particularly good **** any case, I highly recommend it; it already hints at some of the things Hitchcock would later explore in ""Psycho"" and ""Marnie.""",JeBjBo
8.6,8,Vertigo,"APR 13, 2025","A very good film with some excellent acting. The story line is great and as with almost all Hitchcock films, it's well directed, holding your interest until the end!",strangebrew123
8.6,8,Vertigo,"MAR 26, 2025","I have to admit that I had never heard of this film, however, I had the opportunity to see it. I have to admit that the camera effect that distorts perspective is surprising. The way it explores obsession, love, and emotional and physical paralysis; I like that it touches on so many themes. It's surprising how they played with the limited technology available at the time. The steep urban landscapes are very beautiful; they somehow play a crucial role in the narrative. It's interesting to learn about some fears and psychological themes that perhaps aren't talked about but exist, such as phobias. The use of colors, such as green, associated with Madeleine, and the visual composition of the settings reinforce the themes of obsession, illusion, and duality. The environments play with light, shadows, and perspectives to create a constant feeling of tension, bewilderment, and impending tragedy. Personally, I liked and enjoyed the plot of the film and in some ways how much they managed to achieve so that the view of the film and the little they had for its recording was enough for the public of its time to play with the lights and scenes to the extent that it was possible.",NiurkaVqzB1025
8.6,6,Vertigo,"SEP 18, 2024","Jimmy Stewart's fourth and final collaboration with Alfred Hitchcock, Vertigo casts him in the role of John Ferguson, a detective whose life unravels when he develops acrophobia during a rooftop foot chase. A troubling picture in many ways, from its complex, effectively unsettling filmmaking to the distressing personal changes undertaken by Ferguson in the third act. Hitchcock is, of course, a master of the craft and there's much to be learned from his efforts behind the camera (the now-infamous dolly zoom, tricks with lighting and foreshadowing, a casual pace that somehow never seems to grow stale) but also plenty cause for concern regarding the actions of his on-screen counterpart. In a Hitchcock film, it's nothing new for a visibly older gentleman to effortlessly draw the affections of a young blonde. Stewart's no exception in this film, pulling buxom Kim Novak (twenty-five years his junior), but his particular brand of obsession quickly grows dark and insistent, leading to some very squeamish scenes as he draws close to unraveling the conspiracy that's ensnared them both. Ferguson ultimately pays a price for this turn, but his greater judgment is never lain bare on the screen. Rather, it's abruptly left to the scrutiny of the viewing audience, with more than a nudge to suggest he may not be completely without alibi. Expertly concocted and tragic from a bird's-eye perspective, but worrying from a more introspective one.",drqshadow
8.6,4,Vertigo,"SEP 9, 2024","I absolutely loved Rear Window but this is just so bland and boring, the plot is questionable and the acting from everyone except James Stewert is very off.",2004FordTaurus
8.6,6,Vertigo,"APR 14, 2024","I don't get it. Looking past its technical/historical significance, it falls flat for me. As a thriller, I found it nonsensical and hard to relate, therefor losing any kind of suspense that may have built. Definitely one of those classics that didn't age too well (and I do love plenty of old movies, mind you). Unless I completely misunderstood something here, I think it's very overrated and not a must-see at all.",LanceThompson
8.6,10,Vertigo,"MAR 21, 2024","Just Perfect. Absolutely incredible music from. Bernard Herrman, Acting is Superb, Chef’s Kiss",Maxwell777
8.6,9,Vertigo,"JAN 7, 2024","This is the type of movie you get disappointed of after giving it a chance according to these numerous gleaming reviews. But in the end you realize taht it is all of what it **** story is breathtaking, I got into it in the very first scenes and up until the very last ones. 'Vertigo' subtly oscillates between thriller, drama, sci-fi and noir genres amongst others. I had instantaneous empathy for Scottie (played by James Stewart). His acting is top notch, just as Kim Novak's one (as Madeleine). The plot is complicated but without being obscure. Characters are intertwined in the most poetic ways. Obviously the chase scenes may be lame at times. The morale is great.Environments and camera shots are amazing, especially those in the nature, as they are complimented by one of the most appropriate and powerful soundtrack. Bernard Herrmann's music does an incredible job all along, guiding us deep through the intricate and ever-changing emotions of the **** I watched 'Vertigo' in its restored version, the colours were terrific, and add a depth to the context and the scenery. Effects of lights are also to be mentioned.Certainly there are numerous turns of events in the relations of the protagonists that simply are inconceivable these days, the first examples being the major age gap, and the way the man can be seen as a profiteer from the fragility of the woman. And I'm not even referring to this terrible relation quality in the final third of the **** 'Vertigo' may look old and inadequate, it certainly doesn't lack to be full of surprises.",clem666
8.6,7,Vertigo,"NOV 10, 2023","Vertigo was an exciting movie but I didn't like two things about this movie, one is the romance in the movie and the second is that when we don't know why these events happened, I expected a more exciting reason than hiring an actress",Alpkamali
8.6,9,Vertigo,"APR 30, 2023",[SPOILER ALERT: This review contains spoilers.],DinoHippie
8.6,7,Vertigo,"APR 18, 2023",quite good film it was. one time watching . classic films always been special to me,the_shadhu_khan
8.6,10,Vertigo,"NOV 22, 2022","A former San Francisco cop terrified of heights falls in love with the woman he's supposed to protect, but appearances hide reality. Few words to describe this noir masterpiece. Only Hitchcock could make a film like this.",NickTheCritick
8.6,10,Vertigo,"OCT 15, 2022","Another masterpiece from the master of cinema: Hitchcock. The film can be said to have the best direction in history with a wonderful camera and unique techniques and excellent form. Bernard Herrmann's music, which conveys dizziness to us, is perfect and beautiful. The main point of the film is its suspense, which Hitchcock performed perfectly in this film, the perfect acting of Novak and good Stewart. In the end, it can be said that Vertigo is a masterpiece in the history of cinema, but it is not the best film in history!!! Because it is a short distance away from the best movie in history, Rear Window.",Iamali
8.6,8,Vertigo,"SEP 14, 2022","The mystery was extremely well done, was confused a little by some dangling plot lines left unresolved, any resolution to Midge's storyline being the main one. Excellent score and performances.",royalguy07
8.6,10,Vertigo,"MAR 22, 2022","Sempre gostei muito das obras do Hitchcock, mas Vertigo se supera em vários sentidos!! O diretor imprime com maestria o suspense e a tensão passado pela atriz principal.",sasribeiro
8.6,10,Vertigo,"MAR 14, 2022","I am a massive Hitchcock fan; this great director ain't called the Master of Suspense for nothing. Anyway, Vertigo is one of the truly great ****. It is a thriller of undeniable complexity not only in plot but also in characterisation. It is implausible too i give you that. I will admit the first time I saw this, I didn't understand this, then again this is the sort of film that you need to see more than once. In all departments, this movie is a masterpiece and my all time favourite Hitchcock. For those who say this is the worst movie ever, you would beg to differ if you saw genuine crapfests like Disaster Movie, Home Alone 4, NeverEnding Story 3 and Superbabies:Baby Geniuses 2. They are a trillion times worse than this without a shadow of a doubt. What makes this movie great? When I re watched this, I got goosebumps. It is quite chilling, suspenseful and extremely haunting. The complex plot tells of a retired cop with a terror of heights who is hired by Gavin Elster to follow his suicidal wife. In the end, he falls in love with her but can't stop her falling to her death. Months later he sees a woman bearing strong resemblance to her, and is drawn into a web of deceit and obsession. There are so many strong moments here, especially Scotty following Madeline up the tower only to witness her falling to her death, but also of the San Francissco locations giving a dreamlike quality to an already dark and complex movie. The screenplay is sophisticated and sharp as well. And I have to mention Bernard Hermann's score, it was phenomenal, along with Miklos Rosza's score for Spellbound and Hermann's for Psycho this is the most memorable score in any Hitchcock film, and is guaranteed to have your hairs standing up on the back of your necks. The direction from Hitchcock is simply masterly. The cinematography isn't dated at all. It is stylish and full of contrasts of dark and bright colours, and is also very brooding and intense. I had very little problem with the film's pace and length; in fact let me rephrase that I had no problem with it. I felt actually that Torn Curtain had a much slower pace, and for me that film while good is one of my least favourite Hitchcock movies. The acting I thought was exceptional. Kim Novak starts off a little wooden, but she is certainly very beautiful and enigmatic. In the duel role of the suicidal wife and the woman bearing resemblance to her, she does an in general excellent job, considering both are extremely demanding roles. About James Stewart, whether he was a racist I don't know, but simply I don't care. Whether you are racist or not, it shouldn't matter when it comes to acting and films. What matters is that Stewart was a great actor who rarely gave a bad performance. In this film, he gives one of his best performances, **** his Mister-Nice-Guy persona with a dark, brooding and truly complex characterisation. Barbara Bel Geddes also gives a terrific performance as Midge. All in all, a superb film, that deserves recognition as one of Hitchcock's best films. Seriously, it is one of the most effective depictions of romantic fatalism in all of cinema. An unforgettable masterpiece, 10/10 Bethany Cox",kyle20ellis
8.6,7,Vertigo,"NOV 23, 2021","Any fan of Alfred Hitchcock will have heard of Vertigo - its held in high esteem by fans of his as well as fans of classic mystery and thriller movies in general. This movie, as others of its time, uses a heavy classical score to add a strong air of mystery and suspense, with the different instruments (such as strings and drumlines) putting across how the director wanted the audience to feel about the different scenes (like in the equally well known and regarded 'Psycho'). When I think of this being used to such an effect in a modern movie, the first one that comes to mind being Jurassic Park and you certainly can't argue that was used to add to the atmosphere, to make the viewer (hopefully) feel overawed and taken aback by the scale of it all, given that particular story. The opening titles to this movie are quite psychadelic, depicting multiple colours in a kaleidoscope type sequence, its quite hypnotic and very mysterious. There's one other scene that portrays John clearly in a deep sleep, having a disturbing dream, or more of a nightmare, which is highlighted by bright multi-coloured neon lights flashing across him, so there is a strong effort to put across tension through colour, which makes sense given the original movie dates from the late 1950s and colour in film was presumably fairly new then (correct me if I'm wrong). Its clear fairly early on that both the main characters are somewhat mysterious - we learn that John, or Scottie as he's sometimes referred to, has this acrophobia very early on but yet its clearly put across that what he witnesses early on isn't what caused this phobia to form, rather it highlighted that he already had it and we don't really know where this originally came from, so even if though minor, you wonder about the background of this person. The way he puts himself across on screen, you can't help but wonder about his motives and background as well, so he is rather mysterious in a sense, although much more mysterious is the other main character, Madeleine. She is, obviously, a rather fragile woman, who keeps things to herself but even from a distance John can see that things aren't necessarily as they may seem... the friendship or even romantic element between the two is quite intriguing, as John becomes more and more fascinated by her. She is very coy and as a viewer its a case of the fact that she gives away so little, that makes you more intrigued to find out more. However, this is only one half of the movie, after it takes a sinister turn and certainly there are a couple of plot twists present in the movie, one of which I felt was more obvious, for want of a better term, than the other. The ending is rather shocking and very sudden, given the lack of ending credits - instead the last scene is shown and it cuts abruptly to the 'Paramount Pictures' screen, which I suppose gives it more impact. I'd say that after shortly after a certain point, after the first plot twist (if you can call it that) occurs, you may have an idea of where the story is going, although its not entirely confirmed until close to the end but even then, the ultimate outcome is still rather shocking. If your prepared to watch and follow the story right through to the end then it should have some impact, although it may move a little slowly for you given on what you prefer. This movie is mainly about the characters, although the story itself is obviously rather well thought out. Given the age and type of movie that it is, there isn't alot of action as such, there's no strong violence or language or obviously CGI of course but then this is a different type of movie, its really about putting across a constant air of mystery and intrigue about these characters and if your happy to buy into it and follow the story through John's eyes then its certainly an enjoyable watch. Yes I'd recommend this movie. The performances or characters, especially that of the two main characters portrayed by James Stewart and Kim Novak are both very well portrayed and there's quite a strong sense of mystery and intrigue put across throughout.",DawdlingPoet
8.6,7,Vertigo,"NOV 20, 2021","I have been watching Alfred Hitchcock's movie nowadays. His movies are so different and fun to watch. This movie had everything a thriller crime drama should have. It was nicely made. The direction and the performances by the actors were good. There is thrill and suspense till the end. There were some things that I didn't like about the movie especially the conclusion part. It was little bit underwhelming. Also, movie felt little bit long for this type of story. Other than that it's a good watch. Overall, it is a good crime drama thriller which will keep you bounded till the end.",akshatmahajan
8.6,10,Vertigo,"JUN 28, 2021","The newly restored film version is so crisp & sleep. Paramount did a great job & was lucky to watch it on #ARTE. Alfred Hitchcock gets me every time and personally I do prefer #VERTIGO to Citizen Cane, but then again, why even compare. The Cinematography, Acting, Pacing, Screenplay, Lighting, Camera Moves, Score, Sound Mixing & Editing. Everything put together is the Platinum Standard of Filmmaking. Enjoy with some buttery truffles popcorn a dry Martini, stirred not shaken or Champagne and Strawberries. Every time we travel to the Gold Coast & pass by the Scenery I feel like I am in a Hitchcock movie. What a treat. One also learns a lot about psychology and life in general by entering the mind of the Puppet Master...",Zenblonde
8.6,6,Vertigo,"JUN 20, 2021",[SPOILER ALERT: This review contains spoilers.],DukeJon
8.6,10,Vertigo,"MAY 14, 2021","One name. Bernard Herrmann. The music adds to the mystique and mystery of this incredible movie to a degree that transcends even the greatest movies of today. A story of a man whose love for a woman turns into an obsession and drives him into a rabbit hole. An incredible story, and something you have to experience.",PsychopathicTim
8.6,8,Vertigo,"MAR 22, 2021",Great thriller with an original story. Great mix of suspense and drama. Truly a must-see,Am-I-A-Martian
8.6,10,Vertigo,"FEB 26, 2021","Acting, music, plot, cinematography.... absolutely everything in this movie is AMAZING. Hitchcock's best.",AJ_13
8.6,10,Vertigo,"NOV 23, 2020",Another masterpiece by director Alfred Hitchcock. This movie is really a weird and good work. I watched it many times.,MAX4D
8.6,9,Vertigo,"SEP 26, 2020","A beautiful storytelling with mystery and thriller elements. Tho some parts were left unused, this is a must watch drama of old and essential cinema.",Xmoviefilms
8.6,10,Vertigo,"JUL 31, 2020","Vertigo is honestly a masterpiece, I loved the story, I loved how Scotty Ferguson (James Stewart) gets obsessed over this woman after the events happen to her and how it changes him throughout this film. Also, I think the cinematography from Robert Burks is honestly beautiful throughout this masterpiece of a movie. Overall, I feel like this movie didn't make me feel bored for a second because it's quite an interestingly good movie from start to finish, it's honestly worth the watch.",Robwinz
8.6,6,Vertigo,"JUN 26, 2020","rewatching Hitchcock movies in a row, this one does not for me stand up to the best. He mastered the disaster movie (The Birds), the slasher (Psycho-the first slasher movie), the spy movie (North by Northwest), film noir (Shadow of a Doubt), the thriller (Strangers on a Train), the voyeur (Rear Window) but to me this one is boring. lots of cool scenery, postcard backgrounds. I loved Kim Novak as the love starved pretty girl when I was younger but now a hot girl who cannot find love seems implausible. I get tired of Jimmy Stewart, he is always skeptical about something. The opening is amazing, you can see it referenced in The Matrix, how better to be scared of something than see somebody die that way. I also did not like ""Dial M for Murder"" or ""Rope"" but the 39 steps was great.",Deanomite
8.6,10,Vertigo,"MAY 29, 2020",[SPOILER ALERT: This review contains spoilers.],AndrewHord
8.6,10,Vertigo,"MAY 20, 2020","He combined the zoom and the moving lens to shoot a stairwell lens from top to bottom, which successfully caused the protagonist's dizzy psychological feeling of fear of heights. His method is to lay the stairwell model sideways, the camera is aimed at the stairwell, and slowly push the model at a distance, and the zoom lens starts at the telephoto (telescope head) and slowly pulls it into a wide angle. It must remain the same on the screen.",mnemosyne
8.6,10,Vertigo,"APR 27, 2020","Avoid watching any trailers for this, to retain maximum impact. The story is best consumed as a suspense/mystery, layered with great photography and a memorable string-heavy orchestral score. When a film retains its influence 60 years after release - you know its going to be good.",Nimbus1701
